   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.522118         3.14862     0.00299206        2.99206         15790.9        2.06508        2065.08       -0.160793       0.144711        144.711
  accept        0.500241         3.07262     0.00294244        2.94244         15857.8        2.08968        2089.67       -0.297115       0.145078        145.078
       1        0.500017         3.10837     0.00292627        2.92627         15824.3        2.07281        2072.81       -0.681759       0.145307        145.307
       2        0.499964         3.07911      0.0029246         2.9246         15822.8        2.06481        2064.81       -0.281864       0.145081        145.081
       3        0.499703         3.10338     0.00296029        2.96029         15829.7        2.07935        2079.35        -1.88929       0.144875        144.875
       4        0.500128         3.12229     0.00298724        2.98724         15816.5        2.06597        2065.97       -0.890639       0.144498        144.498
       5        0.499807         3.12492     0.00302003        3.02003         15808.3        2.07315        2073.15        -1.30451       0.144826        144.826
       6        0.500086         3.12879     0.00298528        2.98528         15835.7        2.05588        2055.87       -0.045649       0.145084        145.084
       7        0.500157         3.07581     0.00290853        2.90852         15837.2        2.06163        2061.63       -0.306606         0.1444          144.4
       8         0.49984         3.04212      0.0029101         2.9101         15786.1         2.0649        2064.89        0.310993       0.145101        145.101
   total        0.500197         3.09785     0.00208819        2.95314         15820.5        1.46175        2067.22       -0.622446        0.10244        144.872
