   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.515261         24.8376     0.00833488        8.33488        -64.1839      0.0781365        78.1364       -0.203979      0.0275025        27.5025
    init        0.515242         24.4834     0.00841852        8.41851        -58.1215        0.08211        82.1099         1.06319      0.0275617        27.5617
    init        0.515161         24.6822     0.00851702        8.51702        -64.9198      0.0828148        82.8148        0.244979       0.027451         27.451
    init        0.515149         25.1881     0.00876798        8.76798          -62.71      0.0869096        86.9095      -0.0352546      0.0275668        27.5668
  accept        0.500021         25.0066     0.00875715        8.75714         -64.224      0.0721147        72.1147       -0.169384      0.0269814        26.9814
  accept        0.499922         24.7454     0.00846397        8.46396        -65.4854       0.072291        72.2909       -0.353846      0.0266748        26.6748
  accept        0.499899         24.5984     0.00812261         8.1226        -63.4162      0.0721649        72.1649       0.0764971      0.0277867        27.7866
       1        0.500295         24.4025     0.00828083        8.28082        -63.7933      0.0742682        74.2682        0.984764      0.0279112        27.9112
       2        0.499971         24.6343     0.00825962        8.25961        -65.1433      0.0732688        73.2688       -0.278533      0.0275719        27.5719
       3        0.499995         24.7107     0.00830294        8.30294        -62.7786      0.0737212        73.7212        0.861082      0.0276144        27.6144
       4        0.499957         24.4431     0.00841192        8.41192        -63.3942      0.0731891        73.1891        -1.05645       0.027366        27.3659
       5         0.50009         24.7907     0.00862147        8.62147        -63.3857      0.0730113        73.0113       -0.335991      0.0273332        27.3332
       6        0.500057         25.3281     0.00877493        8.77493        -63.9038      0.0733917        73.3916       -0.454456      0.0267828        26.7827
       7         0.49979          24.825     0.00850321        8.50321        -63.2809      0.0720817        72.0817      -0.0403989      0.0279552        27.9552
       8        0.500238         25.3705     0.00857805        8.57804        -60.2302      0.0741247        74.1246       0.0672619      0.0277403        27.7403
   total        0.500442         24.8132     0.00599303        8.47542        -63.2398      0.0519007        73.3987      -0.0304996      0.0194751         27.542
