   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.522825           3.575      0.0034013         3.4013         12841.1        1.76227        1762.27        0.853138       0.135346        135.346
    init        0.523012          3.5182     0.00331753        3.31753           12845        1.75737        1757.37        0.393766       0.135169        135.169
  accept        0.499618         3.55797     0.00336937        3.36937         12806.8        1.75239        1752.39        -1.56585       0.133629        133.629
  accept         0.50007         3.57243     0.00339543        3.39543         12810.1        1.74443        1744.43        -1.15551       0.134227        134.227
  accept          0.5003         3.52935     0.00335924        3.35924         12858.5        1.74881         1748.8         1.19918       0.134379        134.379
  accept         0.49945         3.56956     0.00338086        3.38086         12815.6        1.74203        1742.03         1.29134       0.133653        133.653
  accept        0.500134         3.49523       0.003306          3.306         12825.2        1.74522        1745.22        -0.36793       0.134359        134.359
       1        0.500048          3.4749     0.00334675        3.34675         12852.9        1.75211        1752.11        -2.56502       0.134046        134.045
       2        0.500081         3.51249     0.00330884        3.30883           12858        1.75064        1750.64      -0.0966976       0.134003        134.003
       3        0.500307         3.55865     0.00338496        3.38496         12845.5        1.75861        1758.61         1.12915        0.13372         133.72
       4        0.499609          3.5467       0.003372        3.37199         12806.5        1.76094        1760.94         1.97168       0.134783        134.783
       5         0.50021          3.5001     0.00333191        3.33191         12867.6          1.759           1759         1.43691       0.134631        134.631
       6        0.499835          3.5561     0.00332366        3.32365         12825.1        1.74575        1745.74       -0.800185       0.133952        133.952
       7        0.500223         3.57239     0.00340991        3.40991         12844.6        1.76458        1764.58        0.606004       0.134044        134.044
       8        0.499824          3.5343     0.00333672        3.33671         12847.5        1.75833        1758.33       0.0874301       0.133542        133.541
   total        0.500409          3.5321     0.00237023        3.35201         12843.4        1.24173        1756.08        0.241322      0.0948113        134.083
