   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.523309         4.14941     0.00386268        3.86268         10123.1        1.47142        1471.42        0.325509       0.122967        122.967
  accept        0.500081         4.12222     0.00384674        3.84673         10136.1        1.45271        1452.71        0.945398       0.122756        122.756
  accept        0.500171         4.10923      0.0038664         3.8664         10165.6        1.46453        1464.53       -0.168671       0.122073        122.073
       1        0.499691         4.17756     0.00388341        3.88341         10144.4         1.4599         1459.9        0.642686       0.123691        123.691
       2        0.499735         4.17563     0.00388486        3.88486         10131.2        1.47171        1471.71       -0.551932         0.1222          122.2
       3        0.500148         4.09423     0.00390134        3.90134         10162.5        1.46572        1465.72       0.0733211       0.123437        123.437
       4        0.500251         3.98627      0.0037404        3.74039         10156.8        1.45951         1459.5       -0.916244       0.123064        123.064
       5        0.499892         4.16421     0.00391113        3.91113         10145.3        1.45033        1450.33        0.859645        0.12265        122.649
       6         0.50018         4.14109     0.00387797        3.87797         10135.1        1.44869        1448.69        -1.11212       0.121639        121.639
       7        0.499989         4.25297     0.00396837        3.96837         10154.9        1.45314        1453.13         0.40213       0.122771        122.771
       8        0.500024         4.15859      0.0038862        3.88619         10142.5        1.46101        1461.01       -0.456916        0.12251         122.51
   total         0.49953         4.14404     0.00274567        3.88296         10146.5        1.03148        1458.73        -0.14645      0.0867929        122.744
