   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.522202         3.25969     0.00310114        3.10114         14297.2        1.90974        1909.74        0.307532       0.140829        140.829
  accept         0.50044         3.31881     0.00313236        3.13235         14305.6        1.89818        1898.18       -0.634141       0.138707        138.707
  accept        0.499861         3.29173     0.00314275        3.14275           14294         1.9164        1916.39          0.2259       0.140002        140.002
       1        0.500004         3.36746      0.0032073         3.2073         14290.8        1.92206        1922.06       0.0622812       0.139537        139.537
       2        0.499833         3.37653     0.00318698        3.18698         14294.3        1.91011        1910.11        -1.27216       0.140371        140.371
       3        0.500125         3.24686     0.00308207        3.08207         14288.7         1.9089         1908.9       -0.928612       0.139141        139.141
       4        0.500282          3.3342     0.00316964        3.16964         14310.7          1.909           1909        0.895085       0.138894        138.894
       5        0.499609          3.3103     0.00315221        3.15221         14267.8        1.90438        1904.38        0.784721       0.140019        140.019
       6          0.5001         3.32559     0.00316894        3.16894         14287.5        1.90857        1908.57        0.235489       0.139284        139.284
       7        0.500294         3.29033     0.00310782        3.10781         14303.3        1.88826        1888.26       -0.750964       0.139039        139.039
       8        0.499462         3.32349      0.0031878         3.1878         14266.5        1.90548        1905.48       -0.487646       0.139404        139.404
   total        0.500015         3.32173     0.00223299        3.15793         14288.3        1.34838        1906.89       -0.188894      0.0985986        139.439
