   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.524892         9.34606     0.00804762        8.04761         3051.04       0.548702        548.702        -1.02962      0.0769415        76.9415
    init        0.524785         9.69365     0.00836984        8.36983         3030.47       0.557732        557.732        0.807262      0.0763697        76.3697
    init        0.524751         9.46844     0.00810523        8.10522         3035.02       0.558079        558.078       -0.122879      0.0765329        76.5329
  accept        0.499858          9.6918     0.00813195        8.13194         3021.36       0.555465        555.465        0.907622      0.0773109        77.3109
  accept        0.499941         9.32536      0.0080281        8.02809         3027.45       0.550432        550.431       -0.690927      0.0764495        76.4494
  accept        0.500166         9.45933     0.00805943        8.05942         3028.68        0.55163         551.63       -0.600546      0.0771925        77.1924
  accept        0.500099         9.29283     0.00800679        8.00679         3028.42       0.552572        552.572         1.54046       0.077084        77.0839
  accept        0.499935         9.86822     0.00838518        8.38518         3020.39       0.556635        556.635       -0.274329       0.075764        75.7639
  accept        0.499793          9.4543     0.00789672        7.89671         3028.74       0.558255        558.254         1.19741      0.0765046        76.5045
  accept        0.500241         9.82529     0.00828281         8.2828         3027.59       0.554847        554.847        -1.76876      0.0764651         76.465
  accept        0.499761         9.10469     0.00788417        7.88416         3024.14       0.553568        553.568        0.192104      0.0754411         75.441
       1        0.500116         9.21405     0.00788267        7.88266         3015.02       0.548752        548.751       -0.909178      0.0756763        75.6763
       2        0.500358         9.29003     0.00796716        7.96716         3038.46       0.560486        560.486        0.252514      0.0760178        76.0178
       3        0.499597         9.35994     0.00807943        8.07943         3030.47       0.557882        557.882        0.634304      0.0765219        76.5219
       4         0.50007          9.6256     0.00819632        8.19632         3010.81       0.545609        545.609        -1.33541      0.0759817        75.9817
       5         0.50032          9.5534      0.0080907        8.09069         3040.58       0.552849        552.849        0.239194      0.0771369        77.1368
       6        0.499733         9.59487     0.00815236        8.15235         3028.53       0.551802        551.802        -2.23901      0.0766777        76.6777
       7        0.500063         9.33081     0.00789746        7.89746         3029.38       0.550845        550.844        0.892431      0.0767831        76.7831
       8        0.499872         9.71844     0.00825094        8.25094         3036.68       0.550481        550.481       -0.526163      0.0765485        76.5485
   total         0.50009         9.46074     0.00570443        8.06728         3028.75       0.390605        552.398       -0.374871      0.0540407        76.4251
