   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.52336         4.61117     0.00429277        4.29277         8905.53        1.31998        1319.98       0.0649467       0.116061        116.061
  accept        0.500431         4.50154     0.00422292        4.22292         8907.16        1.32825        1328.25       -0.792207       0.116966        116.966
  accept        0.499784         4.50767     0.00427398        4.27398          8918.3        1.31106        1311.06        0.260281       0.116967        116.967
       1        0.500142         4.46545      0.0041882        4.18819         8911.97        1.32518        1325.18         1.57744       0.117396        117.396
       2        0.499734         4.50693     0.00417996        4.17996         8897.49        1.31107        1311.07        -1.14505       0.116229        116.229
       3         0.49989         4.51319     0.00425056        4.25056         8904.06        1.32764        1327.64        0.531847        0.11703         117.03
       4        0.499925         4.52773     0.00424726        4.24726         8932.87        1.30966        1309.66         1.45819       0.116358        116.358
       5        0.500516         4.53703     0.00426445        4.26445         8892.07         1.3172         1317.2       -0.238336       0.117098        117.098
       6        0.499809         4.52667     0.00423995        4.23995         8912.63        1.31462        1314.62       -0.265142       0.116398        116.398
       7        0.500107          4.5367     0.00426875        4.26875         8903.28        1.31971        1319.71        -1.48856       0.116664        116.664
       8        0.499865         4.48107     0.00415457        4.15457         8900.94        1.30629        1306.29          -0.194       0.116355        116.355
   total        0.499789         4.51189     0.00298754        4.22502         8906.94       0.930988        1316.61        0.017238       0.082526        116.709
