   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.523747         5.09938     0.00470719        4.70719         7732.78        1.17098        1170.98         0.07273       0.110527        110.527
  accept        0.500305          5.0898      0.0046727         4.6727         7749.03        1.18154        1181.54       -0.546775       0.111196        111.196
  accept        0.499748         5.00092     0.00459442        4.59442         7730.88        1.17681        1176.81       -0.106351       0.110385        110.385
       1        0.500122          5.0145     0.00465735        4.65734         7717.07        1.16835        1168.35        -1.16609       0.110312        110.312
       2        0.499781         5.01989     0.00462805        4.62805         7734.34        1.17461        1174.61       0.0686439        0.11147        111.469
       3          0.5002         4.90591     0.00452453        4.52452         7751.23        1.17877        1178.77       0.0993793       0.110851        110.851
       4         0.49991         5.02143     0.00459737        4.59737         7737.16        1.17394        1173.94       -0.930968       0.110005        110.005
       5        0.500216         4.91066     0.00449124        4.49124         7758.34        1.17329        1173.29        0.725403       0.111018        111.018
       6        0.499597          4.9548     0.00459202        4.59202         7731.69        1.17498        1174.98        -1.95921       0.110048        110.048
       7        0.500084         4.87769     0.00453487        4.53486         7725.56        1.16706        1167.06        0.217711        0.11033         110.33
       8        0.500053         5.00518     0.00459521        4.59521         7742.32        1.18431        1184.31       -0.480735       0.110902        110.902
   total        0.499874         4.96361     0.00323689        4.57766         7737.12       0.830484        1174.48       -0.414426      0.0782123        110.609
