   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.522462         14.0765      0.0110622        11.0622         1569.03       0.333725        333.725       -0.765019      0.0607517        60.7517
    init        0.522469         14.2353      0.0110592        11.0592         1569.88       0.334335        334.335       -0.587727       0.060354         60.354
    init        0.522224         14.7258      0.0113798        11.3797          1557.4       0.333215        333.215        -1.26711      0.0601549        60.1548
    init        0.522396         14.3661      0.0110293        11.0292         1570.51       0.336331        336.331       -0.563558      0.0619959        61.9958
    init        0.522622         13.7527      0.0108935        10.8935         1570.95       0.339942        339.942        0.165242      0.0612098        61.2098
  accept        0.500091         14.2132      0.0110651        11.0651          1567.9       0.335011        335.011         1.46961      0.0610485        61.0485
  accept        0.499579         14.0122      0.0108565        10.8565         1558.33       0.335763        335.763        0.100606      0.0599517        59.9516
       1        0.500088         14.8411      0.0113153        11.3152         1548.53       0.330561        330.561        0.777119      0.0600758        60.0757
       2        0.500088         14.0887      0.0111102        11.1102          1567.8       0.333001        333.001        0.592476      0.0608681         60.868
       3        0.499969         14.4977      0.0110334        11.0334         1552.62       0.332878        332.878         1.98643      0.0604517        60.4517
       4        0.500231         14.1297      0.0110576        11.0576         1559.99       0.330381        330.381          2.4355      0.0608414        60.8414
       5        0.499879         14.2027      0.0110569        11.0569         1563.55       0.330343        330.342        -0.60829      0.0608258        60.8258
       6        0.499997         14.4702      0.0111501        11.1501         1558.75       0.331079        331.079        0.649609      0.0606901        60.6901
       7         0.50013         13.8149      0.0110165        11.0165         1568.78       0.336493        336.493       -0.039801      0.0604872        60.4871
       8        0.499678          14.353      0.0109225        10.9225         1562.93       0.331304        331.304        -1.36782      0.0603458        60.3458
   total        0.500392         14.3001     0.00783989        11.0873         1560.37       0.234815        332.078        0.556747      0.0428413        60.5867
