   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.518393         3.91471     0.00369873        3.69873         10720.8        1.54024        1540.24        -1.34592       0.127641        127.641
    init        0.518581         3.90907     0.00370045        3.70045         10745.4        1.52502        1525.02        0.567682       0.126842        126.842
    init        0.518586         3.85553     0.00362096        3.62096         10752.2        1.52936        1529.36        -0.88792       0.127747        127.747
    init        0.518499         3.85547      0.0036555         3.6555         10769.7        1.53277        1532.77       -0.470048       0.127587        127.587
    init          0.5187         3.90188     0.00368497        3.68497           10747        1.53092        1530.92        0.394747       0.127201        127.201
    init        0.518849         3.89529     0.00373255        3.73255         10764.1        1.53202        1532.02         2.51178       0.126783        126.783
    init        0.518983         3.90801     0.00366903        3.66903         10746.1        1.53585        1535.85       -0.923674       0.126661        126.661
    init        0.518745         3.89166     0.00369177        3.69177         10756.7        1.52698        1526.98        -1.80287       0.127436        127.436
    init        0.518439         3.87681     0.00362731        3.62731         10716.7        1.53035        1530.35       -0.540869       0.127143        127.143
    init        0.518451         3.93928     0.00373341         3.7334         10755.6        1.54407        1544.07       -0.688116       0.127823        127.823
    init        0.518529         3.84193     0.00363565        3.63565         10750.9        1.53478        1534.78        -2.51844       0.128102        128.102
    init        0.518525         3.91967     0.00368152        3.68152         10747.6         1.5276         1527.6         1.82257       0.127544        127.544
    init        0.518616         3.86956     0.00364184        3.64184         10741.1        1.53495        1534.95        -2.59106       0.127386        127.386
    init        0.518695         3.93568     0.00368779        3.68779         10745.6        1.54184        1541.84         1.16999       0.127738        127.738
    init        0.518833         3.94736      0.0037318         3.7318         10752.6        1.52928        1529.28        0.695526       0.126759        126.759
    init        0.518524         3.96334     0.00373878        3.73877         10737.6        1.52982        1529.82       -0.793435       0.126947        126.947
    init        0.518912         3.86963     0.00363296        3.63296         10755.1        1.53004        1530.04        0.519139       0.128071        128.071
    init        0.518751         3.86316     0.00360478        3.60478         10758.2        1.52425        1524.25        0.899719       0.127602        127.602
    init        0.518479         3.90315       0.003685          3.685           10760        1.53003        1530.03        0.706282       0.127083        127.083
    init         0.51865         3.87544     0.00362001           3.62         10773.8        1.54336        1543.36        -1.91115       0.128076        128.076
    init        0.518574         3.82865      0.0036281         3.6281         10757.5        1.52204        1522.04       -0.673449       0.127153        127.153
    init        0.518745         3.90415     0.00368747        3.68747           10756        1.53202        1532.02       -0.892596       0.128267        128.267
    init        0.518572         3.87963     0.00367742        3.67741         10742.8        1.54208        1542.08        0.374121        0.12647         126.47
  accept        0.500397         3.88961     0.00368385        3.68385         10753.2        1.53304        1533.04       -0.631745       0.127363        127.363
  accept        0.499897         3.92414     0.00372082        3.72082         10762.1        1.52962        1529.62       0.0750761        0.12762         127.62
       1        0.499839         3.90724     0.00367324        3.67324           10748        1.52969        1529.69        0.170426       0.128178        128.178
       2        0.500114         3.93969     0.00368018        3.68018         10742.3        1.53583        1535.83          1.2095       0.127381        127.381
       3        0.499763         3.92715     0.00369114        3.69114         10748.5        1.52735        1527.35        -1.00966       0.126203        126.203
       4        0.500033         3.93616     0.00372491        3.72491           10759        1.52899        1528.99       -0.407245       0.127967        127.967
       5          0.5003         3.87013     0.00367048        3.67047           10778        1.53467        1534.67       -0.602834       0.127299        127.299
       6        0.499895         3.89853     0.00365012        3.65011         10765.2        1.53238        1532.38        0.594797       0.126708        126.708
       7         0.49973         3.90758     0.00367146        3.67146         10751.3        1.53188        1531.88       -0.468513       0.127432        127.432
       8        0.500213         3.90728     0.00367416        3.67416         10746.8        1.54367        1543.67        0.957116       0.127616        127.616
   total        0.500189         3.91179     0.00260208        3.67989         10754.7        1.08398        1532.97       0.0630096       0.090055        127.357
