   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499956         94.7993     0.00445174        4.45174          5024.9      0.0179149        17.9149     -0.00512318    0.000755656       0.755656
    init        0.499919         94.6793     0.00452208        4.52208         5025.12      0.0141959        14.1959      0.00293766    0.000762619       0.762618
    init        0.499918          94.448     0.00507471         5.0747         5025.46      0.0190193        19.0192      0.00244257    0.000812644       0.812644
    init        0.499825         2.64647      0.0023183         2.3183         5126.97      0.0225746        22.5746        -99.5314     0.00107278        1.07278
    init         0.49988         94.6278     0.00481762        4.81762         5025.36      0.0316281        31.6281     -0.00290002    0.000774839       0.774839
    init        0.499868         94.3887     0.00489561         4.8956         5025.65      0.0306449        30.6449      0.00393436    0.000821704       0.821704
    init        0.499949         94.5592     0.00478869        4.78869         5025.42      0.0234125        23.4125     -0.00469349    0.000804461       0.804461
    init        0.499829         2.90145     0.00239057        2.39057         5127.59      0.0279355        27.9355        -99.5161     0.00103167        1.03167
    init        0.499802       0.0729894    7.65106e-05      0.0765106         5428.07       0.027103         27.103         199.269     0.00150386        1.50386
    init        0.499811         2.86403     0.00241054        2.41054          5127.6      0.0211785        21.1785         99.5158     0.00100235        1.00235
    init        0.499945         94.7455     0.00424198        4.24198         5025.04      0.0136572        13.6572      0.00258129    0.000759208       0.759208
    init        0.499851         2.73868     0.00232494        2.32494         5127.27      0.0255111        25.5111        -99.5265      0.0011055        1.10549
    init        0.499839          2.9074     0.00244918        2.44918         5127.81      0.0319017        31.9017        -99.5142     0.00119934        1.19934
    init         0.49981         2.87955      0.0024287         2.4287         5127.64      0.0198532        19.8532         99.5153     0.00101335        1.01335
    init        0.499918         94.5544     0.00492841         4.9284         5025.43      0.0307623        30.7623     -0.00645936    0.000784155       0.784155
    init        0.499989         94.9217     0.00426521        4.26521         5025.01      0.0308394        30.8393     -0.00220081    0.000787937       0.787936
       1        0.499862         95.0792     0.00407087        4.07087         5024.44      0.0126452        12.6452    -0.000431703     0.00073839        0.73839
       2        0.500111         94.4545     0.00468331        4.68331         5025.27      0.0130188        13.0188      0.00511114    0.000773566       0.773566
       3        0.499897         94.6282     0.00441417        4.41417         5025.16      0.0129715        12.9715     -0.00608241     0.00076357        0.76357
       4        0.500062          94.877     0.00428649        4.28649         5024.62      0.0128107        12.8107      0.00528055    0.000747022       0.747022
       5         0.49998         95.0474     0.00401912        4.01912         5024.78      0.0127209        12.7209     0.000378867    0.000752536       0.752536
       6        0.500037         94.3746     0.00456127        4.56127          5025.3      0.0129171        12.9171     -0.00432266    0.000772316       0.772316
       7        0.499971         94.7473     0.00430376        4.30376         5024.71      0.0126934        12.6934     -0.00249654    0.000750689       0.750689
       8        0.500027          94.692     0.00445876        4.45876         5024.89      0.0129083        12.9083      -0.0019749    0.000761088       0.761088
   total        0.499901         94.7375     0.00308412         4.3616         5024.89     0.00907737        12.8373    -0.000648633     0.00053567       0.757552
