   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.488203         5.13016     0.00474411        4.74411         6106.68        1.00264        1002.63       -0.261606       0.111238        111.238
  accept        0.499788          5.0768     0.00467207        4.67206         6095.18        1.00203        1002.03        0.180653       0.111166        111.166
       1        0.499991         5.13159     0.00474752        4.74752         6095.83        1.00091        1000.91        0.276161       0.110818        110.818
       2        0.500264         5.16515     0.00478575        4.78575         6098.69        1.00232        1002.32       0.0415549       0.111367        111.367
       3        0.499662         5.05568     0.00467728        4.67728         6093.05        1.00085        1000.85       -0.439488       0.111651         111.65
       4          0.5003         5.11008      0.0047411         4.7411          6084.5       0.998051         998.05       -0.566735       0.110894        110.893
       5        0.499806         5.12899      0.0047428         4.7428         6093.18        1.00927        1009.27        0.118409       0.111392        111.392
       6         0.50016         5.13201     0.00473841        4.73841         6101.07       0.999344        999.344      -0.0374226       0.111665        111.665
       7        0.499817         5.21052     0.00480296        4.80296         6098.77        1.00426        1004.26        0.190792       0.111446        111.446
       8        0.499938         5.09493     0.00473439        4.73439         6095.54        1.00092        1000.92        -0.26404        0.11149         111.49
   total        0.499675         5.12907     0.00335655        4.74688          6095.1       0.708598        1002.11      -0.0703834      0.0787326        111.345
