   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.48452         3.96426     0.00370337        3.70337         9123.08        1.36935        1369.35         0.66094       0.128289        128.289
    init        0.484295         3.99519     0.00374442        3.74442         9119.94        1.37144        1371.44       -0.832937       0.128272        128.272
    init        0.484296         4.00981      0.0037729         3.7729         9114.95        1.36526        1365.26      -0.0628239       0.127705        127.705
  accept        0.500076         4.06126     0.00381441        3.81441         9099.34        1.36286        1362.85         -1.2341       0.127797        127.797
  accept        0.499924         4.00512     0.00379995        3.79995         9116.67        1.36404        1364.04       -0.604157       0.127992        127.992
  accept        0.500322         3.97973     0.00376113        3.76113         9110.56        1.36695        1366.95        -0.52102       0.127564        127.564
  accept        0.499998         4.01864     0.00376445        3.76445         9115.45        1.36969        1369.69       -0.645197       0.127952        127.952
  accept        0.499586         3.99579     0.00376548        3.76548         9112.29        1.36724        1367.24        0.450735       0.127687        127.687
  accept         0.50031         4.02546     0.00378523        3.78522          9121.6        1.37426        1374.26       -0.334307       0.128379        128.379
       1         0.50029         3.96656     0.00373058        3.73058         9123.78        1.36534        1365.34        0.673403       0.128321        128.321
       2        0.499403         3.93517     0.00372872        3.72872         9109.01        1.37184        1371.84       -0.144837       0.128226        128.226
       3         0.50054         3.94744     0.00373176        3.73176         9127.92        1.37009        1370.09         1.34551       0.127883        127.883
       4        0.499948          3.9887     0.00374022        3.74022          9113.2        1.36646        1366.46         0.31172       0.127328        127.328
       5        0.499361         4.00393     0.00377951        3.77951         9101.65        1.36943        1369.43       -0.935037       0.127387        127.387
       6        0.500394         3.97452     0.00370962        3.70962         9104.85        1.36623        1366.23       -0.745801       0.128186        128.186
       7        0.500194         3.96879     0.00373822        3.73822         9095.16        1.37066        1370.66        0.548223       0.127873        127.873
       8         0.49987         3.98097     0.00376008        3.76008         9113.64        1.36625        1366.24        -0.18409       0.127605        127.605
   total         0.49997         3.97073     0.00264463        3.74007         9111.09       0.967467        1368.21        0.108049      0.0903899        127.831
