   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.495936         9.06058     0.00796609        7.96608         2425.86       0.490888        490.887        0.319154      0.0808671        80.8671
    init        0.495651         9.17652     0.00792555        7.92554          2416.6       0.489032        489.032        -0.89651      0.0799009        79.9008
    init        0.495771         9.22058      0.0080029         8.0029         2420.21       0.489268        489.268         1.39096      0.0801195        80.1195
    init        0.495558         9.19691     0.00792892        7.92891         2423.36       0.491304        491.304        -0.17139      0.0807788        80.7787
  accept        0.500417         9.09607     0.00789877        7.89877         2417.68       0.488566        488.566        0.751634      0.0801384        80.1384
  accept         0.49971         9.06031      0.0079166         7.9166         2423.07       0.490851        490.851       -0.195045      0.0802881         80.288
       1        0.500183         8.99988     0.00788227        7.88226         2424.33       0.485892        485.891       -0.218374      0.0806815        80.6815
       2        0.499999         9.13155     0.00794949        7.94949         2420.45       0.487981        487.981        0.586939      0.0804545        80.4545
       3        0.500021         9.10298     0.00792485        7.92484         2426.63       0.490134        490.134       -0.475281      0.0803042        80.3041
       4        0.500115         9.14619     0.00792951         7.9295         2431.43       0.489278        489.278        0.911055      0.0800279        80.0279
       5        0.500112         8.96682     0.00780332        7.80331         2420.43       0.489119        489.118        0.695932      0.0801479        80.1478
       6        0.499715         9.04467     0.00791978        7.91978         2420.41       0.486901          486.9     -0.00178658      0.0805944        80.5943
       7        0.500285         9.00631     0.00785636        7.85635          2421.3       0.486324        486.324       -0.696206      0.0800244        80.0244
       8         0.49982         8.98666     0.00785328        7.85328         2426.59       0.487651        487.651       -0.611935      0.0811021         81.102
   total        0.500647         9.04818     0.00557905        7.88996         2424.04       0.344989        487.888     0.000191139      0.0568691        80.4251
