   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.48539         4.33058     0.00404381        4.04381            8034        1.23878        1238.78      -0.0674426       0.122099        122.099
  accept        0.500154         4.33803     0.00403221         4.0322          8032.7        1.24157        1241.57        0.743513       0.122153        122.153
  accept        0.500142         4.33105     0.00405768        4.05768          8041.4        1.23786        1237.86         1.14152       0.122723        122.723
  accept        0.499922         4.24274     0.00399882        3.99882         8066.21        1.24115        1241.15       -0.593937       0.123034        123.034
  accept         0.49976         4.33185     0.00406112        4.06112         8039.48        1.23812        1238.12       -0.175427       0.122434        122.434
       1        0.500092           4.306     0.00402058        4.02058          8023.9         1.2393         1239.3         1.19313       0.122315        122.315
       2        0.499967         4.35707      0.0040625         4.0625         8029.73        1.22991        1229.91         1.45192       0.122194        122.194
       3        0.500166         4.31011     0.00404992        4.04991         8048.29        1.24998        1249.98        0.930528       0.122949        122.949
       4        0.499857         4.25516      0.0039807         3.9807         8045.89          1.235           1235        0.326033       0.122978        122.978
       5        0.500074         4.29784     0.00403311        4.03311         8047.83        1.24313        1243.13         0.12474       0.122192        122.192
       6        0.500144         4.29252     0.00402305        4.02305         8054.02        1.24308        1243.08        0.577548       0.122834        122.834
       7        0.499807         4.29643     0.00402666        4.02666         8043.74        1.23897        1238.97       -0.333605       0.122351        122.351
       8         0.49988         4.37184     0.00410257        4.10257         8031.86         1.2446         1244.6       -0.149532       0.122359        122.359
   total        0.499719         4.31037      0.0028546        4.03702         8040.62       0.876881         1240.1        0.510844      0.0866553        122.549
