   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.483169         3.72531      0.0035387         3.5387         10242.8        1.49744        1497.44       -0.209853       0.133426        133.426
  accept        0.500113         3.72674     0.00350831        3.50831         10251.3        1.49734        1497.34       0.0207293       0.133166        133.166
       1        0.500005         3.75209     0.00354866        3.54866         10234.4        1.49604        1496.04           1.213       0.132671        132.671
       2        0.500119         3.72827     0.00351392        3.51392         10253.3        1.48953        1489.53        0.361232       0.133432        133.432
       3         0.49972         3.68271     0.00350516        3.50516         10254.2        1.49653        1496.53        -0.40682       0.133258        133.258
       4        0.500276         3.75246     0.00356323        3.56323         10251.6        1.49637        1496.37          1.1038       0.132795        132.795
       5        0.500101         3.73006     0.00353559        3.53559         10253.3        1.48762        1487.62        0.638743       0.133063        133.062
       6        0.500171         3.73303     0.00351976        3.51976           10243        1.49643        1496.43        0.335369       0.133297        133.297
       7        0.499507          3.7202     0.00353288        3.53287         10255.7        1.49542        1495.42        0.466003       0.133063        133.063
       8        0.500256         3.67251     0.00347497        3.47497         10244.2        1.49686        1496.86       -0.487071       0.132718        132.718
   total         0.50015         3.72109     0.00249178         3.5239         10248.6        1.05649        1494.11        0.446359      0.0940745        133.041
