   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500194          12.787      0.0103448        10.3447         1424.19       0.324396        324.396        0.792652      0.0666565        66.6565
    init        0.499951         12.7761      0.0104624        10.4624         1423.69       0.323112        323.112        0.610491      0.0664033        66.4033
    init        0.499882          12.633      0.0102426        10.2426         1423.02       0.324265        324.265        0.855571      0.0661382        66.1382
    init        0.500036         12.5316      0.0101537        10.1536         1421.95       0.325703        325.703        0.342682      0.0666627        66.6627
    init        0.500123         12.7069      0.0103067        10.3066          1420.2       0.319878        319.878        0.461655      0.0664172        66.4171
    init        0.500021         12.5704      0.0102724        10.2724         1421.85       0.322863        322.863       -0.790705      0.0666513        66.6513
    init        0.499976         12.4358      0.0101317        10.1317          1423.2       0.321301        321.301       -0.363953      0.0666703        66.6703
    init        0.500192          12.436      0.0101211        10.1211         1426.99       0.323652        323.652        -1.18629      0.0665265        66.5264
    init        0.500001         12.7203      0.0104021        10.4021         1421.61       0.321661        321.661       0.0959323      0.0668183        66.8182
       1        0.500196         12.7746      0.0103734        10.3734         1421.44       0.320968        320.968       -0.557181       0.066476         66.476
       2        0.500042         12.6163      0.0102217        10.2217         1429.59       0.324603        324.602        0.247354      0.0667099        66.7099
       3        0.500096         12.4738      0.0102689        10.2689         1423.49       0.321426        321.426       -0.637355      0.0668463        66.8463
       4        0.499767         12.7309      0.0103664        10.3664         1425.53       0.325754        325.754        -0.23012      0.0664124        66.4124
       5        0.499981         12.3903      0.0103059        10.3059         1424.57       0.319734        319.734       0.0391869      0.0669181        66.9181
       6        0.500065         12.8919      0.0104598        10.4598         1421.17       0.320171        320.171        -1.24988      0.0666656        66.6655
       7        0.500086          12.535      0.0103552        10.3552         1426.09       0.323234        323.234        0.156856      0.0666801        66.6801
       8        0.499998         12.6656      0.0102582        10.2581         1423.25       0.322365        322.364        0.436948       0.066549         66.549
   total        0.499746         12.6349     0.00730291        10.3279         1424.36       0.227877        322.267       -0.226145      0.0471288        66.6502
