   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.481546         3.27914     0.00312285        3.12284         12739.1        1.76763        1767.63      -0.0307378       0.143489        143.489
  accept        0.499399         3.25486     0.00308697        3.08697         12712.8         1.7672         1767.2      -0.0402884       0.143162        143.162
       1        0.500544         3.24719      0.0030869         3.0869         12729.3        1.76802        1768.02       0.0603748       0.143199        143.199
       2        0.499802         3.25665     0.00308304        3.08304         12738.8        1.77216        1772.16       -0.232322       0.143476        143.475
       3        0.500403         3.27173      0.0031147        3.11469         12737.6        1.76814        1768.14        0.740537         0.1429          142.9
       4         0.49974         3.28358     0.00310739        3.10738         12735.9        1.77773        1777.73       -0.216411       0.142799        142.799
       5        0.499847          3.2568     0.00312263        3.12263         12734.7        1.77194        1771.94       -0.134154       0.142989        142.989
       6         0.50014         3.25986      0.0031055         3.1055         12734.3         1.7616         1761.6       0.0409734       0.143583        143.583
       7        0.499546         3.26938     0.00309801          3.098           12718        1.75973        1759.73          0.9276       0.142303        142.303
       8        0.500241         3.28536     0.00310217        3.10217         12728.8        1.76302        1763.02       -0.924283        0.14364         143.64
   total        0.499712         3.26616     0.00219391        3.10265         12732.1        1.25004        1767.83       0.0691911       0.101207        143.128
