   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.480736         3.05272     0.00290681        2.90681           14091        1.90595        1905.95        0.315817       0.147958        147.958
  accept        0.499985         3.07914     0.00293691        2.93691         14091.2        1.90907        1909.07        -1.08066       0.147896        147.896
  accept        0.499602         3.08505     0.00291828        2.91828         14051.4         1.9218         1921.8         1.39287       0.147834        147.834
  accept        0.499986         3.09507     0.00294007        2.94007         14081.3        1.91496        1914.96         0.02001       0.147857        147.857
       1          0.5004         3.08146     0.00294852        2.94852         14069.5        1.90843        1908.43       -0.732028       0.147766        147.766
       2         0.50018          3.0831     0.00294635        2.94635         14080.5         1.9038         1903.8       -0.922962       0.147361        147.361
       3        0.499629         3.06937     0.00292935        2.92934         14086.5        1.90934        1909.34       -0.807329       0.147394        147.394
       4        0.499813          3.0681     0.00293084        2.93084         14075.4         1.9081         1908.1         1.07303       0.148034        148.033
       5        0.500427         3.06151     0.00291082        2.91082         14076.5        1.91132        1911.32        -1.63542       0.147749        147.749
       6         0.49967         3.08242     0.00293847        2.93846         14060.2        1.90471        1904.71        0.368393       0.147838        147.838
       7        0.500147         3.06318     0.00291465        2.91465         14084.5        1.90626        1906.26        0.568678       0.148213        148.213
       8        0.499966         3.08512     0.00293815        2.93815         14084.6        1.90741        1907.41         1.38736       0.148352        148.352
   total        0.500058         3.07399     0.00207317        2.93191         14077.5        1.34859        1907.19        -0.11639       0.104525        147.821
