   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.507594          24.002     0.00527143        5.27143        -256.729      0.0582539        58.2538       -0.188215      0.0183028        18.3028
    init        0.507774         24.0507      0.0050826         5.0826        -257.437      0.0333777        33.3777        0.334795      0.0183539        18.3539
    init         0.50772         23.8575     0.00513034        5.13034        -257.647      0.0375203        37.5203      -0.0846499      0.0186998        18.6998
    init         0.50736          24.171     0.00506855        5.06855         -257.18      0.0359203        35.9203        0.325266      0.0181534        18.1533
    init        0.507546         23.9511     0.00498811        4.98811        -257.435      0.0476298        47.6298       -0.214067      0.0184909        18.4909
    init          0.5075         23.9379     0.00504752        5.04752        -257.766      0.0385871        38.5871        0.292013      0.0183685        18.3685
    init         0.50752         24.0061     0.00498729        4.98728        -257.421      0.0483705        48.3705        0.427833      0.0184615        18.4615
    init        0.507544         24.1852     0.00511731         5.1173        -256.934      0.0362004        36.2004       -0.253105      0.0186719        18.6719
    init        0.507351         23.8707     0.00507999        5.07999        -257.817      0.0390839        39.0839       -0.508673      0.0178533        17.8533
    init        0.507491         23.9067     0.00506299        5.06299        -257.821       0.036944         36.944       -0.144697      0.0183166        18.3166
    init        0.507416         24.0213     0.00516437        5.16437        -257.883      0.0335114        33.5114       -0.064155      0.0182504        18.2504
    init        0.507449         24.2502     0.00524025        5.24025        -256.491      0.0448602        44.8602       -0.112746      0.0182695        18.2695
    init        0.507576         23.9671     0.00505713        5.05712        -257.826      0.0380368        38.0368        0.122224      0.0183908        18.3908
    init        0.507462          24.111     0.00503552        5.03552        -257.934      0.0478183        47.8183       -0.479348      0.0185358        18.5358
    init        0.507391         23.9358     0.00512854        5.12854        -257.658       0.040689         40.689         0.49635      0.0184286        18.4286
    init        0.507548         24.0236     0.00500908        5.00908        -257.165      0.0593047        59.3046        0.179082      0.0182681        18.2681
    init        0.507513         23.9438     0.00507484        5.07484        -257.066      0.0531575        53.1575        0.170466      0.0184461        18.4461
    init        0.507612         23.9641     0.00503162        5.03162        -257.063      0.0390075        39.0075         0.68979      0.0184475        18.4475
    init        0.507597         23.7849     0.00503542        5.03542        -257.351      0.0479111        47.9111       -0.326777      0.0184337        18.4337
    init        0.507411         24.0583     0.00515505        5.15504        -256.815      0.0409437        40.9437       -0.561777      0.0184406        18.4406
    init        0.507429         24.0132      0.0053371         5.3371        -256.611      0.0463319        46.3319        0.287758      0.0186092        18.6092
    init        0.507645         24.1302     0.00524203        5.24202        -256.053       0.052352         52.352       -0.906626      0.0182654        18.2654
    init        0.507485         24.1895     0.00510217        5.10217        -257.631      0.0451706        45.1705        0.497138      0.0183866        18.3866
    init        0.507357         24.0799     0.00520242        5.20242        -257.841      0.0496486        49.6486        0.171805      0.0183204        18.3204
    init        0.507531         24.1153     0.00522266        5.22265        -257.165      0.0441684        44.1684       -0.600517      0.0183488        18.3488
    init        0.507437          23.941     0.00512021        5.12021        -256.865      0.0462432        46.2432        -0.31748      0.0185283        18.5283
    init        0.507606         24.2739     0.00516576        5.16576        -257.185      0.0385709        38.5709       0.0848345      0.0187597        18.7597
    init        0.507534         23.9569     0.00499752        4.99751        -256.744      0.0458164        45.8164       -0.206689      0.0186283        18.6283
    init        0.507717         23.7868     0.00516793        5.16793        -257.162      0.0460948        46.0948       -0.488935      0.0185358        18.5358
    init        0.507831         23.9366     0.00520466        5.20466        -257.097      0.0478226        47.8226       -0.592154      0.0181264        18.1264
    init        0.507669         23.8689     0.00509583        5.09583        -256.692         0.0463        46.2999        -0.55173      0.0187839        18.7839
    init        0.507533         24.0968     0.00502485        5.02485          -257.4      0.0472965        47.2965       -0.421771      0.0186758        18.6758
    init        0.507448         23.8867     0.00510479        5.10479        -257.262      0.0352872        35.2872        0.207198      0.0181906        18.1906
    init        0.507491          24.185     0.00516082        5.16081        -256.155      0.0495336        49.5335         1.04069      0.0184776        18.4776
    init        0.507623         24.1599     0.00517408        5.17408        -257.262      0.0475665        47.5665       -0.577807      0.0187101        18.7101
    init         0.50724         23.9776     0.00509712        5.09711         -257.24      0.0442438        44.2438       -0.154321      0.0186711        18.6711
    init        0.507595         24.1887     0.00515931        5.15931        -257.418      0.0434935        43.4935       -0.424019      0.0180649        18.0649
    init        0.507253         23.6965     0.00501616        5.01615        -256.976      0.0493714        49.3713        0.374807      0.0183253        18.3253
    init        0.507471         23.8984     0.00513619        5.13619        -257.788      0.0371487        37.1487        -0.62881      0.0182555        18.2555
    init        0.507643          23.956       0.005032          5.032        -257.367      0.0520338        52.0337        0.496435      0.0182462        18.2462
    init         0.50752         24.1343     0.00515312        5.15312        -257.874      0.0339049        33.9049        0.079394      0.0183556        18.3556
    init        0.507673         23.9833     0.00503956        5.03956          -257.5       0.045701         45.701       -0.274057      0.0186584        18.6583
    init        0.507515         24.2217     0.00519926        5.19926        -257.019      0.0469032        46.9032       -0.240827      0.0185002        18.5002
    init        0.507477          24.215     0.00510427        5.10426        -257.574      0.0354891        35.4891        0.148658      0.0182806        18.2805
    init        0.507656         24.0285     0.00525153        5.25153        -256.565      0.0668493        66.8493       -0.187311      0.0183975        18.3974
    init        0.507613          24.227     0.00509741         5.0974        -258.454      0.0388903        38.8903       -0.296009      0.0184294        18.4294
    init        0.507533         24.0366     0.00504688        5.04688         -257.09      0.0716438        71.6438       -0.220764      0.0188436        18.8436
    init        0.507711          24.421     0.00509255        5.09255        -257.307      0.0525577        52.5577        0.565215      0.0188217        18.8217
    init        0.507721         23.9597     0.00505565        5.05565        -257.411      0.0414237        41.4237        0.298002      0.0185221        18.5221
    init        0.507251         23.9051     0.00505418        5.05418        -257.253      0.0472143        47.2142       -0.889063      0.0184675        18.4675
    init        0.507431         24.2193     0.00511222        5.11222        -258.463      0.0345114        34.5113       0.0740364      0.0184117        18.4117
    init        0.507366         24.0359     0.00515043        5.15043        -257.459      0.0473254        47.3254       0.0429295      0.0182381        18.2381
  accept        0.500108         24.1329     0.00500742        5.00741        -258.386      0.0294783        29.4783        0.442367      0.0181761        18.1761
  accept        0.500294         23.9856     0.00502797        5.02797         -258.25       0.029142        29.1419         0.69388      0.0179086        17.9086
  accept        0.499808         24.0573     0.00503312        5.03312        -258.532      0.0296531        29.6531       -0.472725      0.0180603        18.0603
  accept        0.499847         23.9305     0.00518095        5.18094        -258.372      0.0296175        29.6175       0.0621176      0.0184886        18.4886
  accept        0.500112         23.9845     0.00503189        5.03189        -258.285      0.0292832        29.2832       -0.172098      0.0183258        18.3258
  accept         0.49976         23.9818     0.00514519        5.14519        -257.396      0.0296069        29.6068       0.0730678      0.0183642        18.3642
  accept        0.500115         24.2214     0.00508804        5.08804        -257.835      0.0294978        29.4978       -0.197056      0.0184199        18.4199
  accept        0.499966         23.9938     0.00509238        5.09238        -257.604      0.0296111        29.6111        0.114544       0.018387         18.387
  accept        0.500261         24.0928     0.00517538        5.17538        -256.985        0.02951          29.51        0.186067      0.0181514        18.1514
  accept        0.500065         24.0778     0.00508356        5.08355        -258.865      0.0293982        29.3982        0.449235      0.0185775        18.5775
  accept        0.499835          24.073      0.0050753        5.07529        -258.066      0.0293538        29.3538        0.347475      0.0182668        18.2668
  accept        0.499936          24.144     0.00510153        5.10153        -257.624        0.02962          29.62        0.675703      0.0184782        18.4782
  accept        0.500121         24.0747     0.00502813        5.02813        -258.922      0.0293573        29.3573        0.227945      0.0180156        18.0156
  accept        0.499865         24.1445     0.00515733        5.15733        -258.141      0.0294156        29.4156       -0.181034      0.0181656        18.1656
  accept        0.500183         23.9257     0.00499234        4.99233        -258.307       0.030001         30.001       -0.464052      0.0181066        18.1066
  accept        0.499834         23.9189     0.00507843        5.07842        -259.059      0.0292693        29.2693      -0.0929761      0.0181033        18.1033
  accept        0.499982         24.0253     0.00515173        5.15172        -257.514       0.029535         29.535        0.132653      0.0186062        18.6062
  accept        0.500017         24.0419     0.00509573        5.09572        -257.692      0.0295706        29.5706       -0.467441      0.0182189        18.2189
  accept        0.500136         24.2363     0.00526374        5.26374        -257.685      0.0298669        29.8669        0.217219      0.0182546        18.2546
  accept        0.499968         23.9852     0.00511589        5.11588        -258.154      0.0297245        29.7245        0.122048      0.0184171        18.4171
