   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.485489         10.3748     0.00592154         1.5159        -3505.87        2.18275         558.78        0.715142      0.0365358         9.3531
    init        0.485718         10.8882     0.00985614        2.52315        -3515.44        2.10694        539.371        0.673488      0.0333578        8.53953
    init        0.485367         10.8933      0.0112263        2.87391         -3521.6        1.93025        494.141        0.294024      0.0326825        8.36666
    init        0.485489         10.6496     0.00371306       0.950536        -3538.97        1.57815        404.004        0.454749      0.0325361        8.32917
    init        0.485168          10.468     0.00396264        1.01443        -3549.81         1.2601        322.583       0.0614974      0.0297136        7.60663
  accept        0.500046          10.552     0.00246772        0.63173        -3584.21       0.028195        7.21787        -0.53977      0.0290023        7.42454
  accept        0.500336         10.4861     0.00234942       0.601447        -3584.06      0.0291954        7.47396        0.313694      0.0299052        7.65567
  accept        0.501053         10.5896     0.00244425       0.625723        -3585.11      0.0270145        6.91567        0.553352      0.0284483        7.28272
  accept        0.500031         10.5672     0.00239277       0.612544        -3584.25      0.0286037        7.32249       -0.241021      0.0291412        7.46009
  accept        0.498749         10.5569     0.00250875       0.642234        -3584.38      0.0276355        7.07462       -0.946004      0.0303986        7.78198
  accept        0.499435         10.5061     0.00245469       0.628397        -3583.58      0.0284771        7.29008        -0.60548      0.0299928        7.67809
  accept        0.500687         10.5422     0.00245441       0.628323        -3584.18      0.0274429        7.02534        0.702013      0.0301519        7.71882
  accept        0.499207          10.602     0.00234399       0.600057        -3583.94      0.0283748        7.26389       0.0996225      0.0307316        7.86724
  accept        0.500488         10.4925       0.002413       0.617723        -3584.34        0.02871         7.3497       -0.511631       0.031253        8.00072
  accept        0.499771         10.5928     0.00242193       0.620008         -3584.5      0.0280688        7.18555       -0.236204      0.0296016        7.57796
  accept        0.499893         10.5863     0.00252761       0.647062        -3584.22      0.0300994        7.70538        0.483797      0.0298358        7.63791
  accept        0.499054         10.6026     0.00242298       0.620277        -3583.84      0.0282394        7.22922       -0.334513      0.0312497        7.99986
  accept        0.501633         10.5719     0.00240285       0.615124        -3583.63      0.0288804        7.39334        0.106943      0.0300306        7.68777
  accept        0.500244         10.5342     0.00245364       0.628127        -3584.46      0.0282115         7.2221       -0.114801       0.028684        7.34305
  accept        0.499512         10.5269     0.00241837       0.619097        -3583.63      0.0290981        7.44906        0.279752      0.0304846          7.804
  accept             0.5         10.5221     0.00243423       0.623158         -3583.8      0.0284003        7.27043       -0.279247      0.0304709        7.80048
  accept        0.500946         10.5553     0.00245937       0.629595        -3583.79      0.0288847        7.39444        0.238072      0.0305672        7.82515
  accept        0.499939         10.6189     0.00243913       0.624412        -3583.95      0.0275997        7.06546       -0.196998      0.0294686        7.54389
  accept        0.499207         10.5434     0.00236678       0.605891        -3583.93      0.0278208        7.12208      -0.0128247      0.0311781        7.98154
       1        0.500137         10.5674     0.00240959       0.616851        -3584.65      0.0273974        7.01369       -0.341724      0.0296411        7.58808
       2        0.500107         10.5777     0.00238824       0.611386        -3583.96      0.0279062        7.14392       -0.372498       0.030097        7.70479
       3        0.498932         10.4846     0.00249265       0.638115        -3584.06      0.0289267        7.40518        0.223958      0.0297506        7.61609
       4        0.501114         10.5968     0.00231823       0.593462        -3584.28      0.0285616        7.31171       -0.370517      0.0308527        7.89824
       5        0.499405         10.5742     0.00236541       0.605539        -3584.12      0.0294206        7.53161        0.340207      0.0298533        7.64238
       6        0.501205         10.5063     0.00243299       0.622842        -3583.97      0.0283893        7.26761          -1.126      0.0296878        7.60002
       7        0.499969         10.6196     0.00247822       0.634418        -3583.87      0.0278662        7.13368        -0.14147      0.0300622        7.69585
       8         0.49968         10.5598     0.00254077       0.650433        -3583.42      0.0290027        7.42464    -0.000653413      0.0297916         7.6266
   total        0.499809         10.5607     0.00172101        0.62307        -3584.04      0.0201287        7.28736       -0.222288      0.0212292        7.68576
