   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.507675         51.3937      0.0230055        5.88936        -99.2794      0.0161297        4.12918        0.117555      0.0340237        8.70999
    init        0.507935         51.3719      0.0228499        5.84954        -99.2559      0.0222674        5.70042         0.13058      0.0335772         8.5957
    init        0.507599         51.4805      0.0230439        5.89918        -99.1827      0.0258464        6.61664       -0.108758      0.0335019        8.57642
    init        0.508453         51.2804      0.0224703        5.75234         -99.047      0.0286754        7.34084        0.227441      0.0352393        9.02119
    init        0.508224         51.5327      0.0232019        5.93965        -99.4662       0.015698        4.01866       -0.195756      0.0328109        8.39953
    init        0.508438         51.0382      0.0233574        5.97944        -99.3063      0.0180547        4.62197       -0.119628      0.0330814        8.46877
    init         0.50769         51.3125      0.0231602        5.92896        -99.2086      0.0172633        4.41937        0.208108      0.0347552        8.89726
    init        0.506866         51.2356      0.0222685        5.70069        -99.3227        0.01989        5.09181       -0.130296      0.0331833        8.49486
    init        0.508026         51.2069      0.0228768        5.85642        -99.3227      0.0138225        3.53853        0.358582      0.0346438        8.86874
    init        0.508804         51.4411      0.0229112        5.86523         -99.348      0.0137034        3.50803       -0.188344      0.0333096         8.5272
    init        0.507721         51.3957      0.0235441        6.02724        -99.1677      0.0170905        4.37513       0.0802452      0.0339578        8.69313
       1        0.499969         51.5667      0.0226457        5.79725        -99.3563      0.0127556         3.2654     -0.00942337      0.0338017        8.65316
       2        0.500351         51.0944      0.0228441        5.84804        -99.4968      0.0124676        3.19168       -0.284226      0.0328912        8.42008
       3        0.499969          51.375      0.0220613        5.64765        -99.4938      0.0130358        3.33714        0.249062      0.0330243        8.45415
       4        0.500519         51.3367      0.0226039        5.78656        -99.4125      0.0132373        3.38871       -0.241817      0.0339588        8.69339
       5        0.500671         51.0541      0.0227063        5.81277        -99.3483      0.0128261        3.28346       -0.173464      0.0343272         8.7877
       6        0.498978         51.3393      0.0225775        5.77979        -99.4415      0.0126087         3.2278      -0.0237559      0.0332939        8.52317
       7        0.498932         51.2616       0.022722        5.81679        -99.3877      0.0131425        3.36446        0.482145      0.0341734        8.74833
       8        0.500443         51.2052      0.0223813        5.72958        -99.5251      0.0121417        3.10826        0.230124       0.033485        8.57208
   total        0.501701         51.2774      0.0159678        5.78096        -99.4349     0.00903158        3.26977       0.0181428      0.0237898        8.61281
