   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.488983         14.2955       0.005327         1.3637        -1732.83       0.639138        163.618       -0.350258       0.032135        8.22649
    init        0.487274         14.0805     0.00663366         1.6982        -1724.98       0.961971        246.263        0.238576      0.0321491        8.23012
    init        0.487823         14.4103     0.00608856        1.55866        -1734.83       0.629537         161.16       -0.508462      0.0323525        8.28218
    init        0.487518          14.329     0.00565009        1.44641        -1727.19        0.91536         234.33        -0.17747      0.0361368        9.25096
    init         0.48735         14.3198     0.00531963        1.36181        -1718.78        1.01401        259.585       -0.396836      0.0328263        8.40346
    init        0.487869         14.2838     0.00490633        1.25601        -1726.56       0.857074        219.409       -0.986118      0.0329123        8.42547
    init        0.487701         14.2215     0.00533041        1.36457        -1732.39       0.655326        167.762        0.826807      0.0339524        8.69174
    init        0.487579         14.2607     0.00448619        1.14846        -1731.48       0.708788        181.448        0.046715      0.0324518        8.30759
  accept        0.500687          14.278     0.00398421        1.01995        -1749.27       0.024883        6.36999        0.709654      0.0314588        8.05339
  accept        0.499466         14.1848     0.00400017        1.02404        -1749.31      0.0249072        6.37619        -0.16416      0.0316444         8.1009
  accept        0.499481          14.221     0.00367717       0.941347        -1750.09      0.0235783        6.03601       -0.330676      0.0317667        8.13222
  accept        0.501404         14.2786     0.00386162       0.988567        -1749.25      0.0254275        6.50938        0.632264      0.0317123        8.11829
  accept        0.498749         14.3223     0.00376373       0.963509        -1749.73      0.0251135        6.42901        0.149843      0.0306498         7.8463
  accept        0.499969         14.2025      0.0038272       0.979756        -1749.78      0.0242628        6.21123        0.181897      0.0305122        7.81107
  accept         0.49913         14.1999      0.0038643       0.989253         -1750.1      0.0241757        6.18894      -0.0925934      0.0297437        7.61433
  accept        0.500809         14.2563     0.00374904       0.959748        -1749.32      0.0247449        6.33464        0.485067      0.0332213        8.50458
  accept        0.500122         14.2013     0.00396693        1.01553        -1749.95      0.0247802        6.34368       0.0190188      0.0307138        7.86268
       1         0.49939          14.211     0.00381702        0.97715        -1749.14      0.0259486         6.6428       -0.121547      0.0307682         7.8766
       2        0.501541         14.2264     0.00387615       0.992286        -1749.96      0.0233502         5.9776         0.66732      0.0316666        8.10659
       3        0.500168         14.2768     0.00395202        1.01171        -1749.59      0.0246558        6.31184        -1.56902      0.0322604        8.25859
       4        0.500076          14.247     0.00401622        1.02814        -1749.61      0.0250537         6.4137       -0.383008      0.0305572        7.82259
       5        0.499008         14.3171     0.00396838         1.0159        -1750.05      0.0245779        6.29189        0.910666      0.0312881        8.00969
       6        0.499802         14.1585     0.00387422       0.991793        -1749.11      0.0253996        6.50226        0.215651      0.0314409        8.04881
       7        0.499573         14.2802     0.00385129       0.985922        -1749.36      0.0260891        6.67876        0.651302      0.0314217        8.04388
       8        0.500137         14.2103     0.00375619       0.961577        -1749.45      0.0252265        6.45793       -0.374077      0.0327439        8.38236
   total        0.498352         14.2409     0.00275399       0.997047        -1749.54      0.0177314        6.41941      0.00170719      0.0223801        8.10243
