   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.503876         37.4967      0.0187394        4.79726        -244.405       0.125623        32.1592        0.562378      0.0344749        8.82551
    init        0.504272         37.4063      0.0154811        3.96312         -244.83       0.101348        25.9448       -0.285846      0.0364731        9.33703
    init        0.504868         36.9859       0.015716        4.02326        -245.559      0.0629146         16.106       0.0963704      0.0362006        9.26728
       1        0.498856         37.4325      0.0146847        3.75925        -246.406      0.0183883        4.70738       -0.139217      0.0343595        8.79596
       2        0.500275         37.1564      0.0145327        3.72034        -246.626      0.0184528        4.72389       -0.324655      0.0360019        9.21641
       3        0.500854         37.3262      0.0149631        3.83054        -246.463      0.0188206        4.81805        0.707619       0.036839        9.43071
       4        0.499527         37.1489      0.0150725        3.85853        -246.233      0.0187285        4.79446       -0.115291       0.034433        8.81478
       5        0.500183          37.067      0.0144923        3.70999        -246.524       0.018491        4.73366          0.4934       0.035163        9.00166
       6        0.499725          37.057      0.0145917        3.73544        -246.403      0.0183029        4.68551       -0.280424      0.0360956        9.24041
       7        0.499924         36.9355      0.0139984        3.58355        -246.812      0.0182185        4.66391      0.00964434      0.0355064        9.08957
       8         0.50032         37.3218      0.0142154        3.63911        -246.735      0.0179176        4.58687        0.364438      0.0337323        8.63541
   total        0.500908         37.1813      0.0103162        3.73484        -246.525      0.0130309        4.71767       0.0895024      0.0249506        9.03305
