   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.536512         3.48467     0.00329716        3.29716           15159        1.94903        1949.03         1.49736       0.133153        133.153
    init        0.536319         3.53845     0.00332575        3.32574         15148.9         1.9603         1960.3      -0.0732005       0.132626        132.626
  accept        0.500517         3.48421     0.00329056        3.29056           15146         1.9475         1947.5       -0.400605       0.133487        133.487
  accept        0.499306         3.52917     0.00329006        3.29006         15137.6        1.94309        1943.09       -0.976771       0.131882        131.882
  accept        0.500281         3.47768     0.00335912        3.35912         15144.8        1.93875        1938.75       -0.770867       0.132832        132.832
  accept        0.500248         3.52799      0.0033333         3.3333         15158.2        1.93911        1939.11        -1.30004       0.132991        132.991
  accept        0.499326         3.62494     0.00349612        3.49612         15154.7        1.94623        1946.23         1.29337       0.132124        132.124
  accept        0.500284         3.43881     0.00322058        3.22058         15169.9        1.94645        1946.45         1.13868       0.132045        132.045
  accept          0.5001         3.43561     0.00323909        3.23909         15149.5        1.93644        1936.44         0.12754       0.133064        133.064
       1         0.50007         3.44305     0.00323357        3.23357         15180.6        1.94213        1942.13        -1.15114       0.133858        133.858
       2         0.49999          3.4029     0.00325281        3.25281         15116.5        1.92697        1926.97         0.60882       0.132169        132.169
       3        0.500025         3.49795     0.00332258        3.32258         15182.3        1.97359        1973.59        -1.62619       0.133683        133.683
       4        0.499995         3.57608     0.00335527        3.35527         15132.5        1.96431        1964.31        0.533434       0.132495        132.495
       5        0.500165         3.44112     0.00326026        3.26026         15127.6        1.95242        1952.42         2.39471       0.131976        131.976
       6        0.499796         3.42264     0.00327186        3.27186         15146.3        1.93813        1938.13         1.06361       0.131448        131.448
       7        0.499772         3.47122     0.00327899        3.27899         15180.5        1.94278        1942.78        -2.12148       0.132878        132.878
       8        0.500043         3.58511     0.00338819        3.38819         15185.9        1.94978        1949.77       -0.519531       0.131657        131.657
   total        0.500422         3.48025     0.00233081        3.29626         15156.7        1.37816        1949.01       -0.112522      0.0937139        132.531
