   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.536804         3.02746     0.00294637        2.94637         18744.6        2.30945        2309.45       -0.407851       0.145429        145.429
  accept        0.500105         2.98356     0.00285956        2.85956         18698.6        2.31017        2310.17         -2.4249       0.144789        144.789
  accept        0.499643         3.07834     0.00295357        2.95357         18725.9        2.31117        2311.17         1.01722       0.145683        145.683
  accept         0.50022         3.03674     0.00290777        2.90777         18692.8        2.32075        2320.75         1.92133       0.144162        144.162
  accept        0.500255          3.0127     0.00283298        2.83297         18680.5        2.32656        2326.55        -1.24212       0.145317        145.317
  accept         0.49997         3.00874     0.00282388        2.82388         18673.1        2.29428        2294.28        -1.46311       0.143942        143.942
  accept        0.500001         3.11712     0.00295998        2.95997         18685.6        2.29106        2291.06        0.223712       0.144847        144.847
       1        0.499958         3.10264     0.00294017        2.94017         18728.3        2.30314        2303.14        -1.44014       0.145318        145.318
       2        0.499812         2.94988     0.00282169        2.82169         18680.9        2.32346        2323.45        0.248964       0.143593        143.592
       3        0.500035         3.07067     0.00291525        2.91525         18680.8        2.30651        2306.51        -1.29053        0.14301         143.01
       4        0.500072         2.95967     0.00282992        2.82992         18702.4         2.3289         2328.9       0.0541008       0.144462        144.462
       5        0.499577         3.10827      0.0030121         3.0121         18641.2        2.27975        2279.75        0.422542       0.144806        144.806
       6        0.499998         3.02332     0.00289646        2.89645         18633.6        2.30562        2305.62        -2.08582       0.143731        143.731
       7         0.50033           2.999     0.00287578        2.87578         18700.1        2.31193        2311.92        0.729563       0.144827        144.827
       8        0.500159         3.05681     0.00292813        2.92813         18713.6        2.32405        2324.05        -2.05079       0.145166        145.166
   total        0.499742         3.03374     0.00205298        2.90335         18684.9        1.63391         2310.7       -0.679897       0.102106          144.4
