   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.528083         17.3611      0.0118198        11.8198         1612.11       0.372429        372.428        -1.07495      0.0524571         52.457
    init        0.528283         17.1979      0.0124851        12.4851          1622.3       0.357256        357.256        0.740817       0.053007         53.007
    init        0.528375         15.8068      0.0112666        11.2665         1607.47       0.348952        348.952       -0.787174      0.0533521        53.3521
    init        0.528278         15.2208       0.010612         10.612         1597.46       0.357441        357.441        0.141724      0.0540154        54.0154
  accept         0.50011          14.959      0.0111304        11.1304         1619.79       0.349291        349.291        -0.34379      0.0553409        55.3409
  accept        0.500151         17.1612      0.0122322        12.2322         1612.09       0.337321        337.321      -0.0651653      0.0530104        53.0103
       1        0.499745         15.4645      0.0112007        11.2007         1614.47       0.347405        347.405        -4.92553      0.0538732        53.8732
       2        0.499952         14.8904      0.0105233        10.5233         1610.34       0.349821        349.821          -0.736      0.0533595        53.3595
       3        0.500148         16.5576      0.0119099        11.9099         1618.61       0.350022        350.022        0.824613      0.0547421        54.7421
       4        0.499862         15.2921      0.0110921        11.0921          1620.2         0.3465          346.5        -2.39084      0.0546502        54.6502
       5        0.499917         14.6464      0.0106114        10.6114         1605.84       0.348711        348.711       -0.439928      0.0536015        53.6014
       6        0.500181         14.7629      0.0112291        11.2291         1618.57       0.342062        342.061       -0.552216      0.0557032        55.7032
       7        0.499878         16.8576      0.0115878        11.5878         1604.26        0.35117         351.17        -1.52729      0.0534599        53.4599
       8        0.500337         15.5389      0.0106567        10.6567         1612.93       0.344558        344.558       -0.448313      0.0537459        53.7459
   total        0.499395         15.5014     0.00787485        11.1367         1613.14       0.245761        347.558        -1.27519      0.0383031        54.1687
