   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501333         4.35033     0.00412184        4.12183         15944.7        1.44033        1440.33        -1.10759       0.125492        125.492
    init        0.501242         4.37758     0.00410997        4.10997         15933.7        1.44147        1441.46       -0.803173       0.125005        125.005
    init        0.501244         4.36943     0.00416183        4.16183         15939.1        1.44314        1443.14        0.547501       0.124533        124.533
    init        0.501172         4.34111      0.0041368        4.13679         15943.4        1.44224        1442.24        -1.68153       0.125487        125.487
    init        0.501168          4.3539     0.00412684        4.12683           15938        1.43761        1437.61         1.31007        0.12439         124.39
    init        0.501182          4.2637     0.00407371        4.07371         15939.1         1.4356         1435.6         1.07981       0.125447        125.447
    init        0.501175         4.36222     0.00414984        4.14983           15928          1.435           1435       -0.912277       0.125103        125.103
    init        0.501199         4.36692     0.00413541        4.13541         15941.9        1.43614        1436.14       -0.380468       0.125452        125.452
    init        0.501233         4.30466     0.00403907        4.03907         15943.9        1.42627        1426.27         1.52677       0.125257        125.257
    init        0.501129         4.33942     0.00411643        4.11643         15943.1        1.43969        1439.69        0.897249       0.124814        124.814
    init        0.501266          4.3069     0.00405264        4.05264         15949.7        1.43274        1432.74        0.817782       0.125022        125.022
    init        0.501172          4.3378     0.00412507        4.12507         15936.8        1.44452        1444.52         1.00012       0.124697        124.697
    init        0.501207         4.35115     0.00413589        4.13588         15952.1        1.44388        1443.88        -1.19789       0.125003        125.003
    init        0.501315         4.33576     0.00413575        4.13575         15942.1        1.43675        1436.75         1.30666       0.125026        125.026
    init        0.501231         4.32441     0.00409203        4.09202         15941.6        1.44059        1440.59       -0.293475       0.124926        124.926
       1        0.500075         4.28128     0.00408173        4.08173         15950.9        1.43992        1439.92        0.104559       0.124867        124.867
       2        0.499988         4.36309     0.00413097        4.13097         15932.1        1.44171        1441.71       -0.746857       0.125625        125.625
       3        0.499924         4.34621     0.00410954        4.10954         15945.8        1.43547        1435.47       0.0126438       0.125055        125.055
       4        0.500059         4.39731      0.0041582         4.1582         15946.4        1.43359        1433.59        -2.11084       0.125119        125.119
       5        0.499944         4.35083      0.0041425         4.1425         15936.4         1.4356         1435.6       -0.150822       0.125196        125.196
       6         0.50001         4.35962     0.00413936        4.13935         15946.4          1.438           1438       -0.242381       0.125154        125.154
       7        0.499963         4.28954     0.00402335        4.02334         15947.9        1.43338        1433.38        0.365877       0.125265        125.265
       8        0.500017         4.38877     0.00416276        4.16275         15943.7         1.4342         1434.2       -0.577017       0.124613        124.613
   total        0.500296          4.3463     0.00291262        4.11907           15944        1.01566        1436.36       -0.411209      0.0884621        125.104
