   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.492384         26.7598     0.00279167        2.79166        -284.251      0.0129418        12.9418        -0.22865     0.00913442        9.13441
    init        0.492129         26.6987     0.00293268        2.93268        -283.942      0.0197396        19.7396        0.112555     0.00926451        9.26451
    init        0.492286         26.7296     0.00285931         2.8593        -283.832       0.031191         31.191      -0.0816269     0.00919428        9.19428
    init        0.492435         26.6535     0.00281699        2.81699        -284.143      0.0165853        16.5853       -0.268885     0.00934309        9.34309
    init          0.4923         26.6855     0.00283227        2.83227        -284.433      0.0138621        13.8621       0.0893846     0.00913392        9.13392
    init        0.492178         26.6422     0.00283032        2.83032        -284.238      0.0177385        17.7385        0.272001     0.00933893        9.33892
    init        0.492004         26.7118      0.0028711         2.8711        -284.166      0.0151137        15.1137       -0.212021     0.00929005        9.29004
    init        0.492237         26.7417     0.00287284        2.87284        -284.062      0.0219986        21.9986      -0.0136129     0.00923261        9.23261
  accept        0.499887         26.6972     0.00284442        2.84442        -284.455     0.00635602        6.35602      -0.0501474     0.00914246        9.14246
  accept        0.500121         26.6326     0.00283452        2.83452        -284.476     0.00644609        6.44608       0.0554011     0.00910973        9.10972
  accept        0.499889         26.7337     0.00284697        2.84697        -284.488     0.00638349        6.38348       -0.163956     0.00929112        9.29112
  accept         0.50008         26.7545     0.00286043        2.86043        -284.623     0.00629803        6.29803       -0.042451     0.00924861         9.2486
  accept         0.49977         26.6796     0.00278293        2.78293        -284.508     0.00637844        6.37843       -0.144191      0.0092812         9.2812
  accept        0.500274         26.7017     0.00281651        2.81651        -284.586     0.00639187        6.39187       0.0756909     0.00908354        9.08354
  accept        0.499841         26.6792      0.0028208        2.82079        -284.667     0.00634377        6.34377       0.0660187     0.00918706        9.18705
  accept        0.500131         26.7552     0.00288452        2.88452         -284.54     0.00641533        6.41533        0.129076     0.00911946        9.11945
  accept        0.499951         26.6593     0.00284662        2.84662        -284.477     0.00635164        6.35164       0.0555387     0.00910684        9.10683
  accept         0.50001          26.621      0.0028361         2.8361        -284.591      0.0063277        6.32769      -0.0488504     0.00916581        9.16581
  accept        0.500008         26.7106     0.00283778        2.83778        -284.502     0.00635736        6.35736       0.0110184     0.00912068        9.12067
       1        0.500156         26.7013     0.00282598        2.82598        -284.417     0.00633471         6.3347        -0.15072     0.00914831         9.1483
       2        0.499653         26.6508     0.00286097        2.86097        -284.507     0.00637643        6.37643        0.145498     0.00927153        9.27152
       3        0.500151         26.6679      0.0028411        2.84109        -284.438      0.0064511         6.4511      -0.0757233     0.00940041        9.40041
       4        0.500102         26.6615     0.00284177        2.84177         -284.45     0.00632629        6.32629       -0.255664     0.00923442        9.23441
       5        0.499855         26.6789     0.00284633        2.84633        -284.508     0.00639333        6.39332      0.00611047     0.00920511        9.20511
       6        0.499914         26.6451     0.00285622        2.85622        -284.421     0.00640751        6.40751       0.0242306      0.0093093         9.3093
       7        0.500288         26.6995     0.00287266        2.87266        -284.416     0.00637642        6.37642         0.34224      0.0093369        9.33689
       8        0.499947         26.6731     0.00285671        2.85671        -284.504     0.00632385        6.32385       -0.125298     0.00920908        9.20908
   total        0.499619         26.6724     0.00201549        2.85033        -284.458     0.00450645        6.37308      -0.0118374     0.00655218        9.26618
