   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.505239         50.4988     0.00625456        6.25455        -80.2124       0.004134          4.134       0.0993361     0.00897577        8.97576
    init        0.505492            50.3     0.00621439        6.21439        -80.2581     0.00440033        4.40033       -0.153602     0.00897902        8.97902
    init        0.505313          50.562     0.00620291         6.2029         -80.217     0.00433682        4.33682       -0.108479      0.0090234        9.02339
    init        0.505155         50.5167     0.00630127        6.30126        -80.1886      0.0044166         4.4166      -0.0485801     0.00898259        8.98258
    init        0.505679         50.4201     0.00619294        6.19294        -80.2232      0.0045638         4.5638      -0.0489555     0.00903776        9.03775
    init        0.505622         50.5997      0.0062794        6.27939        -80.1775     0.00435134        4.35134       0.0722922     0.00896453        8.96452
    init        0.505403         50.3426     0.00621946        6.21946        -80.1983     0.00491838        4.91838      -0.0240307     0.00900938        9.00938
  accept        0.500204          50.472     0.00621446        6.21446        -80.2149     0.00409676        4.09676        -0.10503     0.00900033        9.00032
  accept         0.49981         50.3979     0.00625226        6.25226        -80.1995     0.00408553        4.08553     -0.00931646     0.00909339        9.09339
       1        0.499707          50.388      0.0062002        6.20019        -80.2083     0.00409389        4.09388        0.230004     0.00903627        9.03627
       2        0.500145         50.5355     0.00624623        6.24622        -80.2166     0.00410334        4.10333      0.00102616     0.00901049        9.01048
       3         0.50011         50.2391     0.00615072        6.15072        -80.2073     0.00407905        4.07905      -0.0302703     0.00902683        9.02682
       4        0.500119         50.4627     0.00623713        6.23713        -80.2217     0.00409222        4.09222      -0.0685939     0.00899173        8.99173
       5        0.499896         50.4933      0.0062239         6.2239        -80.2084     0.00409947        4.09947        0.180434     0.00903996        9.03995
       6        0.500109         50.5293     0.00621557        6.21557        -80.2147     0.00409754        4.09753       0.0571328     0.00899396        8.99396
       7        0.500013         50.4098     0.00616861        6.16861        -80.2627     0.00407344        4.07344      -0.0513986     0.00902572        9.02572
       8         0.49965         50.4606     0.00622371         6.2237        -80.2362     0.00407832        4.07832       0.0138327     0.00899677        8.99676
   total        0.499874         50.4397     0.00439092         6.2097        -80.2228     0.00289242         4.0905        0.040857     0.00637494        9.01552
