   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.512458         49.6486      0.0131483        13.1483        -38.0323      0.0198481        19.8481      -0.0856348      0.0180745        18.0745
    init        0.512487         49.8007      0.0130954        13.0954        -38.1624      0.0198914        19.8914       -0.215562      0.0178311         17.831
    init        0.512536         49.8988      0.0129515        12.9515        -38.0104      0.0196702        19.6702         0.48909      0.0176784        17.6784
    init        0.512482         49.6334      0.0130008        13.0008        -38.2449      0.0194031        19.4031       0.0333072      0.0177202        17.7202
  accept         0.50022         49.6625      0.0128875        12.8875        -38.3597      0.0193375        19.3375       -0.311714      0.0180535        18.0535
  accept        0.499967         49.6658      0.0128503        12.8502          -38.27      0.0192021        19.2021        0.261907      0.0177278        17.7278
  accept        0.499852         49.8644      0.0129068        12.9068        -38.3582      0.0193182        19.3182        0.614939      0.0176764        17.6764
  accept        0.500159         49.7769      0.0129843        12.9843        -38.3896      0.0193368        19.3368        0.409727      0.0178604        17.8604
  accept        0.499993         49.7586      0.0131758        13.1758        -38.2003      0.0192677        19.2677       -0.227288      0.0177843        17.7843
  accept        0.500012         49.7272      0.0129171        12.9171        -38.2812      0.0191914        19.1914       -0.106162       0.017762         17.762
  accept        0.499837         49.4611       0.012881        12.8809        -38.5785      0.0191357        19.1357       0.0252089      0.0176845        17.6845
       1        0.500127         49.9158      0.0130791        13.0791        -38.4715      0.0192535        19.2535       0.0478376      0.0178388        17.8388
       2        0.500211         49.6056      0.0128761        12.8761          -38.16       0.019426         19.426        0.408436      0.0178411        17.8411
       3        0.499614         49.6155      0.0130017        13.0017        -38.0351      0.0194989        19.4989       -0.298073      0.0176799        17.6799
       4        0.499966         50.0014      0.0130521        13.0521        -38.1875      0.0195582        19.5582        -0.35236       0.017826         17.826
       5        0.500138         49.7193      0.0129441        12.9441        -38.3279      0.0193423        19.3423       -0.350072      0.0178638        17.8638
       6        0.500191         49.7194      0.0130822        13.0822          -37.91       0.019486        19.4859      -0.0191872      0.0180848        18.0848
       7        0.500003         49.4774      0.0129588        12.9588        -38.3175      0.0192653        19.2653        0.137442       0.017801        17.8009
       8        0.499842         49.8747      0.0129797        12.9797        -38.3843      0.0192351        19.2351       -0.134009      0.0177685        17.7685
   total        0.500318         49.7416     0.00919128        12.9984        -38.2242      0.0137066         19.384      -0.0691571      0.0126158        17.8414
